Subdirectory	RGPU
1f209aa5-bfad-4c94-b300-684b91a6e6ec	Run0257_BC53U3ACXX_L2
2baadd5c-0776-47f3-bbe1-e4f7c7d1eb0c	Run0247_BC4972ACXX_L3
d5adee24-d4c1-4b21-a826-10ce2cddbd72	Run0231_AC3NBVACXX_L7
42ecbac4-c215-45e7-9bfe-8579f209dc32	Run0246_AC48UDACXX_L4
91e8a286-1b49-461f-a0d6-c60d1b9b7bba	Run0246_AC48UDACXX_L5
9611701f-c34d-4549-a7b6-bd7851369df2	Run0231_AC3NBVACXX_L5
03659a52-61c0-40a8-9569-b29a819c08df	Run0257_BC53U3ACXX_L3
f8f5bcd5-45e1-416c-a534-9fd56127c04c	Run0253_BC4H6AACXX_L5
25c108be-7b2c-48ff-a687-e8f0e0655ad7	Run0247_BC4972ACXX_L5
d151e873-103b-4e8f-a00a-98dc93695bb7	Run0208_AC2LDDACXX_L4
8a04ca10-66cf-4928-8938-25c461c0d4f9	Run0247_BC4972ACXX_L5
73b4430b-5a2a-45f9-8f1e-b7f6e5a03ac9	Run0292_AC699LACXX_L4
6014b58b-4af9-45f9-95b3-ebb46dc0d916	Run0290_AC699YACXX_L2
0dfd43da-f78b-4d11-9e17-062fa1d24a33	Run0246_AC48UDACXX_L4
3af5179d-27e4-478e-98c5-09ca37e18d6b	Run0343_AC87WGACXX_L4
b440c437-8151-47c7-b3e8-e1dc66fe5e20	Run0288_AC698EACXX_L2
757edf0d-b178-4a19-b1f1-7750a1a24446	Run0223_BC3JDHACXX_L1
54cf6601-4822-4437-b48d-e2c8ca5adf5c	Run0253_BC4H6AACXX_L4
10641146-a4da-4074-b882-c19ecec2b789	Run0292_AC699LACXX_L4
7eaf80ec-e7aa-4d4c-ab61-ad05bf7487c3	Run0231_AC3NBVACXX_L7
84896bae-7a45-4695-bfa7-c392517d17b4	Run0248_AC4D43ACXX_L7
b3d0aed0-a9df-453b-a109-595a4b138361	Run0257_BC53U3ACXX_L3
9fc1ef07-575b-418b-8650-2e93f8f1e53e	Run0231_AC3NBVACXX_L7
cae16bea-59fe-4b84-a54f-729d0d6580a5	Run0248_AC4D43ACXX_L5
798f2e47-ad61-464c-ba06-e4bbed3aaff6	Run0343_AC87WGACXX_L5
1e39a5cd-043f-420f-8f80-02edfe8ea36d	Run0224_AC3JF3ACXX_L3
21d8e828-a065-47d2-8e49-4142ac4c7d76	Run0253_BC4H6AACXX_L5
644f6af5-9d1a-4f27-b5de-1c6a76dced76	Run0253_BC4H6AACXX_L7
fe9cb833-5a28-476b-a9d4-7da4bd674b4b	Run0247_BC4972ACXX_L4
facfc76c-8eae-43fc-b6b5-2584df558247	Run0253_BC4H6AACXX_L1
bb18fcbe-ea59-441a-a4c5-c81cf28d9b8f	Run0253_BC4H6AACXX_L1
3b19572e-9a0d-4e1b-abe9-f5cdfc7ace05	Run0253_BC4H6AACXX_L4
aba1c45a-6b29-4980-9598-ac6a10ecde2c	Run0246_AC48UDACXX_L5
a9bd578c-8729-411b-8471-5e9ce1a3a92e	Run0257_BC53U3ACXX_L6
f1876973-95ac-4a30-8428-a061933a9377	Run0229_BC3N7TACXX_L2
707b5691-c117-4673-9646-4a8c1172e200	Run0224_AC3JF3ACXX_L1
9e00d26a-dc48-44fd-95f1-0ec9dc61b80f	Run0253_BC4H6AACXX_L8
beea4c03-cd57-4cdc-8063-9fc749775742	Run0253_BC4H6AACXX_L3
173c965a-5e8f-499f-a31e-e52b9278b780	Run0229_BC3N7TACXX_L2
23c334a4-5862-4181-a9fd-aaf1505cc28a	Run0247_BC4972ACXX_L1
5f28eb9e-7a3f-415d-90b1-fc706716e2eb	Run0253_BC4H6AACXX_L5
558b80f3-1645-48ed-8008-629e8315ee6d	Run0257_BC53U3ACXX_L3
7b66f49c-5fb9-4f5a-949f-42088e4e60a7	Run0253_BC4H6AACXX_L5
d7c8c42c-1901-46fd-94cf-b19efd13c602	Run0288_AC698EACXX_L2
46be9001-c1ce-42b1-a365-4ad162c07c17	Run0231_AC3NBVACXX_L5
6832b5a8-778f-4c51-ae70-0f5c76be5c97	Run0253_BC4H6AACXX_L8
f7515647-792f-4690-8af7-4be6f4ab64c1	Run0247_BC4972ACXX_L8
049c07e9-c439-4e6f-b6ef-5301d54740fd	Run0224_AC3JF3ACXX_L2
6d6dbf6a-3fe3-4ad5-8172-146d39e188f1	Run0256_AC53WMACXX_L8
a03a1a7e-3944-4465-8a3f-481da8efbad9	Run0247_BC4972ACXX_L4
ab18fc82-df53-4b9a-8ad3-6821873e81fc	Run0253_BC4H6AACXX_L5
af34e6d4-73b9-4ea4-b335-7454cb2567bb	Run0257_BC53U3ACXX_L6
33cef539-434d-412f-8fdf-3d5646fb28fa	Run0247_BC4972ACXX_L6
c17cc98d-f58d-47ca-ae3b-bb6b95031aa6	Run0248_AC4D43ACXX_L3
15cf00ef-b8d1-4237-948e-62bfb59382f6	Run0253_BC4H6AACXX_L7
a00279c0-d255-4fc6-a772-ae23559dc18a	Run0292_AC699LACXX_L4
ca0ad5c6-92c2-489b-8c42-70239bee8d6e	Run0292_AC699LACXX_L3
4f4abf82-670b-4fe3-a136-ecb9a508d49c	Run0229_BC3N7TACXX_L2
53979ffb-a394-4879-9601-2a68e54951da	Run0248_AC4D43ACXX_L4
a5833de3-3145-4ef0-aaf8-50f058a435eb	Run0288_AC698EACXX_L2
f080684e-ad44-4e8e-8d14-a2623b21ccb9	Run0256_AC53WMACXX_L7
7c2bce9e-8b12-4ceb-90ec-5926a1ecca57	Run0343_AC87WGACXX_L4
40c3c1f9-f7e0-472f-aeaf-fbb65512244e	Run0257_BC53U3ACXX_L3
b3addd7b-1dfb-47f3-9bc4-47282070d758	Run0223_BC3JDHACXX_L1
061f29b1-987e-4c11-8f4a-8d3dadd84de9	Run0253_BC4H6AACXX_L7
d39733ce-e978-4b85-bbe2-dc63ca2e8d20	Run0246_AC48UDACXX_L4
ce1ae4fd-6932-4f27-aa6c-d1cbfa826518	Run0292_AC699LACXX_L3
4ad947df-2590-4913-9f1c-99abd71e4dd3	Run0229_BC3N7TACXX_L2
87c9472d-2fe0-4039-8f04-8cded0678222	Run0247_BC4972ACXX_L5
5302c144-7c90-4d56-9763-1115e09c4a39	Run0248_AC4D43ACXX_L5
3cc16919-14ae-4a4f-a3f4-cbf436993888	Run0256_AC53WMACXX_L7
903ce5fb-4c0a-481b-96d3-61ef755bad1b	Run0257_BC53U3ACXX_L2
08ba7d17-987f-4663-a151-c28e688cd830	Run0253_BC4H6AACXX_L2
7bfa3b29-0e51-4e86-8208-c2ca8d97aad7	Run0257_BC53U3ACXX_L6
71d0b45f-dd87-48cd-9b4d-dfc0cd0d208f	Run0223_BC3JDHACXX_L1
e52eabe2-1914-4230-8c4e-140588065add	Run0248_AC4D43ACXX_L5
45832f30-bd50-456a-8263-f17f7b7e0ad9	Run0288_AC698EACXX_L2
137a6eba-bcb7-43d9-9b9f-b6ccd0286cea	Run0247_BC4972ACXX_L4
bd334128-a270-4c9a-8730-f5abc7dd4e0a	Run0246_AC48UDACXX_L4
2aa59465-3c59-459f-a6d3-3060e0434166	Run0248_AC4D43ACXX_L3
4f353c75-a4aa-43a3-b9aa-d9c6e8d1a859	Run0343_AC87WGACXX_L5
44c8f4f6-86a3-4ab1-b44d-b1f143f0187f	Run0224_AC3JF3ACXX_L4
349aa1df-4f4c-4f24-b5aa-06fa820ad54b	Run0257_BC53U3ACXX_L2
168a9803-23d9-42ca-9e41-1e8637c36536	Run0343_AC87WGACXX_L5
4525be96-e0ac-4cfe-8d85-63b6a810fdd3	Run0253_BC4H6AACXX_L7
617ae8df-b496-4a76-91f2-225293672689	Run0224_AC3JF3ACXX_L3
5c78c520-10de-4511-8e01-fb339bde4abc	Run0253_BC4H6AACXX_L2
054d6956-1920-4706-811f-c5043b440745	Run0248_AC4D43ACXX_L6
26bc6b18-d9cf-4e19-93b6-4d73c19a020f	Run0248_AC4D43ACXX_L3
a7102495-f70b-4e61-813f-a539b9a1b5de	Run0290_AC699YACXX_L3
8912b3ef-8754-4997-acc7-bae9c4bed4e4	Run0248_AC4D43ACXX_L4
15cd49f4-4c22-4dda-b112-f1b8be3b7f8d	Run0343_AC87WGACXX_L5
b694f7f5-92db-4eeb-8e86-a24c7d26e61b	Run0224_AC3JF3ACXX_L1
b6a98980-154f-4953-8edb-c17e188faab9	Run0248_AC4D43ACXX_L5
aa943f8d-65fd-460f-99df-4d1607a55179	Run0248_AC4D43ACXX_L3
079e0975-2a78-4d7d-a982-8b327069c2ed	Run0247_BC4972ACXX_L7
e01ddcc6-9bbe-475d-9494-fa4d85ea7679	Run0248_AC4D43ACXX_L7
ea59cf35-8f41-48c7-9da5-fbc679b88877	Run0247_BC4972ACXX_L2
203141ed-3cd5-476e-a2c4-f31ebae8c89e	Run0290_AC699YACXX_L3
dc7c3f27-64fb-44e0-a5cf-3d02761678dc	Run0253_BC4H6AACXX_L5
6564cbb5-ed48-4d5b-90eb-67330fc9ad10	Run0247_BC4972ACXX_L7
bc657978-aab9-4a6d-90b9-c221e1095d6c	Run0247_BC4972ACXX_L7
275ed835-4caf-4bfa-8721-72c5e2f85f73	Run0290_AC699YACXX_L3
508428d3-09e3-49e1-bace-80036409accc	Run0257_BC53U3ACXX_L2
d5e90e2b-6bfb-40a3-91d6-8b98ea6544ee	Run0224_AC3JF3ACXX_L1
b461d52a-1f33-46a6-a27e-b2fa1940db4c	Run0247_BC4972ACXX_L1
b82fb3f3-1b6b-4538-b777-fc31c4f7d380	Run0248_AC4D43ACXX_L5
e91060ce-0c4a-495b-b39b-1d8aca121465	Run0248_AC4D43ACXX_L4
553f37f0-3295-4736-a8ec-0df803c111de	Run0292_AC699LACXX_L3
8b82569b-6fe6-41ae-965e-f2d8658eca6a	Run0246_AC48UDACXX_L6
cde7c1ab-c192-4b5d-83b5-6d8d0bd4127f	Run0221_BC3H8JACXX_L5
42ede10c-b953-4316-bcbb-4f7077753b11	Run0256_AC53WMACXX_L7
be6275e1-2539-49b1-923a-61fc44a275e2	Run0253_BC4H6AACXX_L8
e7cec6f6-f32c-475b-bc9f-fc697565e445	Run0208_AC2LDDACXX_L4
2cecd5c4-695c-4a00-bad8-55668856fa77	Run0223_BC3JDHACXX_L1
83f4c0f2-e5bc-4ae5-afed-5dac5b7459d1	Run0343_AC87WGACXX_L5
8d86cccb-ff75-480b-b1ca-258241a52855	Run0246_AC48UDACXX_L6
2c3a1e33-0594-454b-a34b-592260826a39	Run0247_BC4972ACXX_L1
daa13d0c-1f34-4076-b1a6-2581a0d829c9	Run0253_BC4H6AACXX_L1
85611297-1e66-4063-b2c5-3f50bf908503	Run0247_BC4972ACXX_L1
051d4b1c-6597-4ad8-a484-fd47fa5aab09	Run0290_AC699YACXX_L5
11147b91-9a58-43b0-a682-b7e7b6f66770	Run0292_AC699LACXX_L4
4c827804-28c4-4bb6-9414-33e3cdaec3ab	Run0248_AC4D43ACXX_L4
553f8e68-fe87-4200-a6e7-ebb75be5f55a	Run0253_BC4H6AACXX_L7
7736b42f-c317-434c-8f05-5f0fe1aa0137	Run0208_AC2LDDACXX_L3
4669e08c-2a0a-4b92-a9ec-e7530253c29c	Run0292_AC699LACXX_L3
00181b54-e994-461b-a365-be01627b4f1e	Run0246_AC48UDACXX_L5
594d98b7-2336-46e4-b426-ed8b4e660cd8	Run0248_AC4D43ACXX_L7
3f0c5049-7255-4b95-bb23-c249064eb258	Run0253_BC4H6AACXX_L6
941b75d9-6bbd-44b7-b75a-8ffa25723443	Run0343_AC87WGACXX_L4
48e701a5-28e4-43fc-a9b9-16b8b943f664	Run0247_BC4972ACXX_L4
9b26b21d-0d27-4490-8d23-4c3703344ea2	Run0231_AC3NBVACXX_L7
e0d9fb55-2c40-4e6c-857e-5210582e0ff7	Run0247_BC4972ACXX_L6
c85002cf-0627-4393-a2dc-00c66e34449b	Run0247_BC4972ACXX_L2
e4fe6662-dedd-4f19-b755-7991f6a682c9	Run0208_AC2LDDACXX_L2
6291a7d1-a471-4155-857b-fb6ef4d3ee2b	Run0253_BC4H6AACXX_L7
5c9cf23b-ae78-4994-b4cb-5c1724c8f6c1	Run0229_BC3N7TACXX_L2
659203c3-65ff-48f4-888c-ef3f90590ff2	Run0248_AC4D43ACXX_L3
5127b0f4-df6e-448e-bfbd-e0fb32a72d87	Run0247_BC4972ACXX_L5
7b7f29e7-96a2-4f41-875b-1e6329229581	Run0253_BC4H6AACXX_L6
9d13643b-ea4e-4589-9477-7d2d5cefdaa7	Run0231_AC3NBVACXX_L6
6f327709-8601-4f00-bdaf-2b87a544c027	Run0246_AC48UDACXX_L6
7e22360c-4670-48d1-9d95-233cfc1cfbee	Run0221_BC3H8JACXX_L6
07c60c5f-7841-4c23-8b6a-8edf1792ef79	Run0203_BC2KF2ACXX_L5
dc29c06f-228e-4dbf-a04b-15d2579c187c	Run0208_AC2LDDACXX_L2
3a0319b6-574b-4dcb-8084-6bf2e28a819d	Run0257_BC53U3ACXX_L3
ca092671-63eb-4594-9bf0-d7c193f3ed25	Run0253_BC4H6AACXX_L5
5fed4254-e04d-4e7a-9de7-7e31d47b2c56	Run0292_AC699LACXX_L3
50e32def-6990-4138-a1b5-6432e7312314	Run0247_BC4972ACXX_L5
519110ac-5e18-4f2e-b0bb-8fddb2fe2993	Run0247_BC4972ACXX_L2
8cf8b940-d12d-4f49-ac52-4514792d2444	Run0257_BC53U3ACXX_L2
4134d9d3-e522-4e7e-a80d-ba15a30718b4	Run0257_BC53U3ACXX_L3
a0f33494-3f1a-494b-aa14-17ef96063fd5	Run0232_AC3NWRACXX_L7
f1434075-6325-4a97-98cb-03aa383ba709	Run0253_BC4H6AACXX_L7
c8956d3b-2a22-4932-906b-3ac8ba7c40a3	Run0253_BC4H6AACXX_L3
0fac8815-a813-4203-b760-826ac7339cf0	Run0253_BC4H6AACXX_L2
4ed62811-8be4-4718-88c4-3a5551c9d731	Run0248_AC4D43ACXX_L4
0be11752-6d59-4287-80d4-7497e592bf3b	Run0257_BC53U3ACXX_L6
2a9e301a-e2a1-4357-951e-0ee408af7bc8	Run0221_BC3H8JACXX_L6
b01847d9-d4ff-4abe-bb29-8abe7f3a780b	Run0247_BC4972ACXX_L4
fb562789-93b5-4189-9b1f-2866c44d7847	Run0247_BC4972ACXX_L3
bac48959-f649-4018-ac5e-a11baa402772	Run0253_BC4H6AACXX_L2
269819d2-7604-4764-ac5f-5ebeffa07aa8	Run0215_BC2NRKACXX_L7
fa4c16f4-0026-4b76-9581-6c9b8ba33f77	Run0343_AC87WGACXX_L5
20a4508c-4335-4f49-96af-620294ec56a7	Run0224_AC3JF3ACXX_L2
75f3fe92-65f0-485c-b7b3-11428a451aaf	Run0248_AC4D43ACXX_L7
5a8bf2aa-8d7f-4cd8-8594-f44b326095e6	Run0247_BC4972ACXX_L4
213ee926-cebe-4f56-b6e6-b86946b93f47	Run0231_AC3NBVACXX_L6
9ab54eeb-d76f-4490-b76a-d2e305d269ba	Run0253_BC4H6AACXX_L2
641b2153-10fa-4a8a-a54a-9a80b7c6cd20	Run0343_AC87WGACXX_L5
3e6dfda6-1eab-402d-8a87-0a927481b252	Run0256_AC53WMACXX_L7
2280664c-5d8c-4d99-bbb6-eee30306fbbf	Run0257_BC53U3ACXX_L7
25760c34-2114-4981-904d-8b04b1fdb666	Run0247_BC4972ACXX_L4
dd59958d-c0ad-4073-9de7-33f8e6d133e7	Run0224_AC3JF3ACXX_L3
de91f087-14dd-427f-905d-13dc9e1209e1	Run0256_AC53WMACXX_L8
2a009b1e-1488-4258-bb4c-c8992ff433eb	Run0248_AC4D43ACXX_L3
be7ed6f3-1b70-4df8-a6d9-111400fedac8	Run0208_AC2LDDACXX_L2
198fd56c-c47b-49e1-89b9-e7de1ffa7243	Run0253_BC4H6AACXX_L7
5831ee0a-00af-4533-933d-71dfcdf54892	Run0208_AC2LDDACXX_L4
ea07e88d-74e7-4a38-b53b-46e0e00bdb83	Run0288_AC698EACXX_L2
e32393ec-baca-47ef-93ec-6593a3fff5e2	Run0253_BC4H6AACXX_L3
4c8f7f21-86d5-4a63-9edd-872a29373151	Run0288_AC698EACXX_L2
07f0e373-46b0-42ad-9ef5-4334726fa332	Run0248_AC4D43ACXX_L2
baf5eeec-e3a0-49a0-84d8-97ff337b0d1c	Run0224_AC3JF3ACXX_L1
355c5dcc-70a0-4d81-bc62-fb1fb0d41171	Run0248_AC4D43ACXX_L2
866b2ed6-0e3d-44cf-af1b-a180355691d0	Run0208_AC2LDDACXX_L3
cd2a6633-d7c0-48f0-85e8-3680127dc031	Run0247_BC4972ACXX_L6
df5aa42e-9355-4043-a68e-6200682fe802	Run0202_AC2KPCACXX_L5
5d53558e-5648-479a-bda7-e7968dde39a9	Run0229_BC3N7TACXX_L2
b388fad5-9107-49bb-b4e1-54d9d5b6d476	Run0196_AC23BRACXX_L5
dbfdd777-2a99-4357-a1cd-33b2e6dcdc6e	Run0253_BC4H6AACXX_L7
627cb95d-60f4-43b5-93aa-8d46148f7242	Run0223_BC3JDHACXX_L1
3156704d-7e57-435e-abcb-a1c8f3920276	Run0248_AC4D43ACXX_L5
77ff840e-bb27-476d-9c27-8533e6cc8245	Run0247_BC4972ACXX_L6
01c3a640-4d68-4285-b243-d3d8712a36fb	Run0284_AC5WN7ACXX_L5
1ee90589-e14f-4a96-882b-48e721b2ceb8	Run0231_AC3NBVACXX_L8
ff8ffd89-707e-4eb5-a90a-285ef69f3e1c	Run0223_BC3JDHACXX_L2
84531433-5b11-461e-98eb-e94ab5adc24d	Run0257_BC53U3ACXX_L2
e6b0d766-5e53-471d-9d54-938bd761b646	Run0253_BC4H6AACXX_L5
7b0bd70b-c3cf-410d-b3a7-b765b579799f	Run0284_AC5WN7ACXX_L5
d91ee34c-5233-457b-a850-b267bfeb13cf	Run0248_AC4D43ACXX_L2
a38632c0-9e8b-4fa1-97eb-23e61e1d4755	Run0288_AC698EACXX_L2
a26f8628-2680-485c-bb34-76bccd9cb987	Run0256_AC53WMACXX_L8
97cca7ed-5f3d-4178-977a-c04557d88d72	Run0253_BC4H6AACXX_L1
ace532ea-0883-4e95-8459-29f7df5d11e2	Run0224_AC3JF3ACXX_L3
b1379f4e-eab8-4383-980c-7fa1ba780b3b	Run0247_BC4972ACXX_L5
ee329cad-cd8b-4e38-9fff-1a7129e65893	Run0247_BC4972ACXX_L5
5c9f3be8-6e1a-4530-bd3a-eb44eaa8a1f9	Run0229_BC3N7TACXX_L2
32dc1aea-4f10-4814-a3db-3f3849a7b1ce	Run0247_BC4972ACXX_L1
36af868c-1424-48eb-8f23-73e73098b688	Run0247_BC4972ACXX_L2
784e1c7d-2bca-4713-a37f-dd527c48dd68	Run0290_AC699YACXX_L5
aedbbd43-766d-4f2e-a0cf-f27bfbba46d4	Run0231_AC3NBVACXX_L5
af638052-c610-4a76-a303-5dfe67a361aa	Run0247_BC4972ACXX_L2
aa154164-c420-4641-8e34-e95bc852552b	Run0253_BC4H6AACXX_L3
50bc82c8-9ccf-4da6-9734-ffd40a5c04f8	Run0292_AC699LACXX_L3
5c586ef4-0368-4e6f-8ed1-0f84dab2c501	Run0247_BC4972ACXX_L6
836e38c3-01c4-4960-819d-b61e6c26ea43	Run0253_BC4H6AACXX_L1
b15d311a-801d-44d3-afcf-586992a80344	Run0253_BC4H6AACXX_L5
bc560921-ce51-497a-a059-270041673ace	Run0253_BC4H6AACXX_L4
9c579d50-ed88-4cb2-a581-3ed1c88d6972	Run0253_BC4H6AACXX_L8
cc5d0f0b-9062-4986-b6c6-b11d57147957	Run0221_BC3H8JACXX_L6
36ff86bc-2abe-4188-9c3a-b32b4db13d71	Run0229_BC3N7TACXX_L2
c210e29d-01d3-4bd7-ac29-a08ef0e080fb	Run0253_BC4H6AACXX_L7
60caa2ba-cd97-4c41-9405-fc0b44af3c9d	Run0343_AC87WGACXX_L5
8d6bdea3-1f2c-4a0b-a39b-d208396305be	Run0231_AC3NBVACXX_L8
1acd9a08-e2a8-47ec-b9f8-050716194f7b	Run0257_BC53U3ACXX_L6
a1cbd3c2-f2ae-4752-971b-0f6b1c802f0d	Run0208_AC2LDDACXX_L3
b158a9da-782c-425c-871f-f105c74384df	Run0248_AC4D43ACXX_L6
eb2b78e2-3975-409a-8cf7-845cb71469de	Run0343_AC87WGACXX_L5
072dda88-643a-43e9-b425-22a4ef9e7549	Run0288_AC698EACXX_L2
5063e814-3e09-43aa-adac-4ef50631e866	Run0248_AC4D43ACXX_L7
5526afe4-9cdb-47eb-b980-1e3e5a4115f7	Run0231_AC3NBVACXX_L7
3ddcdea7-a60b-4c10-85e8-20da80321fd7	Run0292_AC699LACXX_L3
d5196a4e-9fe6-4506-a29d-4f67d2226a1f	Run0290_AC699YACXX_L2
d2cd2d4c-0089-43cc-bed5-0849eb08fa2a	Run0248_AC4D43ACXX_L3
60675ab4-466b-44b2-976a-1a45ba4ee03d	Run0343_AC87WGACXX_L4
30451a97-9e0f-44a9-802a-83a65e635d92	Run0257_BC53U3ACXX_L6
7b442434-0a38-4170-99e7-50e1a07946c0	Run0253_BC4H6AACXX_L3
8341f23a-b107-4545-a487-39d9ac0fd564	Run0223_BC3JDHACXX_L1
0f506fd0-72fb-4fcb-a872-7c1e0e377dfd	Run0247_BC4972ACXX_L4
a3397fc2-24ad-4166-b6fd-21925f460757	Run0248_AC4D43ACXX_L6
08f629b3-e90e-4552-81c9-ecfb039c7288	Run0253_BC4H6AACXX_L2
cf435639-70d8-47b8-8318-5f736bdfb9f7	Run0253_BC4H6AACXX_L4
849337dc-33f1-4993-93a2-31081c332f61	Run0253_BC4H6AACXX_L8
4e4324b6-3274-4b75-a9f3-379d72f872e1	Run0257_BC53U3ACXX_L3
144c64c4-77af-4311-8de6-266708169169	Run0215_BC2NRKACXX_L7
c887a6e4-0a4b-4d43-9b7d-a5ba2082e4e3	Run0253_BC4H6AACXX_L8
3f960b8d-1a0b-4554-a774-336793746d96	Run0247_BC4972ACXX_L1
43f87212-1c5a-459d-b0f5-e5689073c7b2	Run0257_BC53U3ACXX_L2
9aae5688-b406-442d-bc11-b51429bb56fd	Run0208_AC2LDDACXX_L3
fcaca2d7-8518-4819-a8f5-6cee229916f7	Run0247_BC4972ACXX_L6
db090a84-3684-46d5-9d95-cac6f2c0b109	Run0253_BC4H6AACXX_L2
ae1e7343-0573-460d-b1b7-1cff051c0b2b	Run0246_AC48UDACXX_L6
a1bcc20c-0c91-40f3-9c5f-40206b2c4b93	Run0290_AC699YACXX_L5
1f665bb5-5a3b-43e6-b67e-95345343d5af	Run0221_BC3H8JACXX_L5
1856ce0b-6cb2-4a41-9154-d321cb6d0a38	Run0290_AC699YACXX_L5
db3e2bf0-87b2-48b8-a5ae-52fb551456df	Run0215_BC2NRKACXX_L7
cec38f07-b0f6-4a8e-add0-40a7817ce16d	Run0246_AC48UDACXX_L6
3bd64abc-4d48-482d-981c-1fcc7b1c8665	Run0253_BC4H6AACXX_L3
4f2d6ba1-88c5-4404-8f50-7a6a289d9f74	Run0231_AC3NBVACXX_L6
ae666c0f-c149-4c9d-925f-6b525ccd4887	Run0288_AC698EACXX_L2
d478baa3-dc5e-472b-bf75-f1207b2c62e9	Run0248_AC4D43ACXX_L2
ff07ca0e-55d6-45ee-b76d-86290e4d62f3	Run0248_AC4D43ACXX_L5
804d7727-c0ca-4b16-958d-d64ef08c4c11	Run0257_BC53U3ACXX_L2
ed9ece98-5bb9-4fe6-b6ac-e732c1e01591	Run0248_AC4D43ACXX_L5
640fa92a-2b55-494a-bace-cc58cddad88a	Run0248_AC4D43ACXX_L7
8e70c6e8-bf27-4e99-a01a-18d18008bcaf	Run0253_BC4H6AACXX_L1
17d4475b-36fd-42e8-8b58-700636286504	Run0253_BC4H6AACXX_L6
1b0043d3-089f-4c0e-8563-d9d9a225de41	Run0246_AC48UDACXX_L4
dea29a89-87e1-44a5-8bff-44169c6fc255	Run0248_AC4D43ACXX_L2
4052b32c-7715-4c33-b1f1-ffd4e03d507f	Run0248_AC4D43ACXX_L7
1e6810e1-8e46-4327-898c-481d814aee5a	Run0231_AC3NBVACXX_L8
02cefa4f-a9dd-423b-8048-ceb02f790a2a	Run0253_BC4H6AACXX_L4
b496ae99-9687-4f55-aaa0-30f77ca6c319	Run0231_AC3NBVACXX_L8
2ceec33d-b166-401a-9062-87f62d98bdfa	Run0343_AC87WGACXX_L5
51beed8a-85e5-42d1-9197-cfbc43828a01	Run0253_BC4H6AACXX_L8
7e36e8e3-2634-4fb7-9a79-bd66a1543d83	Run0223_BC3JDHACXX_L2
d26d4baf-3eb5-42c2-b9f9-1a00ffa5bbfa	Run0253_BC4H6AACXX_L3
51688ca5-68d4-4aa9-839e-026ce9b88502	Run0247_BC4972ACXX_L2
057701e0-9bf9-48a4-b004-29d5d2decacd	Run0253_BC4H6AACXX_L8
6b5a104a-f17b-4fa0-a42a-e77500a3b9f9	Run0248_AC4D43ACXX_L6
398b502d-be3e-4f14-9f70-ea11d2ac0d07	Run0253_BC4H6AACXX_L5
d07c2903-8388-42a1-9e36-565f95a5dce6	Run0224_AC3JF3ACXX_L4
29108c9d-cfb2-4b35-afaa-5338c6c4182c	Run0343_AC87WGACXX_L5
caebca09-107b-4816-8af3-34ca7550afc8	Run0256_AC53WMACXX_L8
9e66758c-0a1f-474f-9d10-96539f50a0e7	Run0248_AC4D43ACXX_L7
98133910-90d7-456f-ac0e-a0eb5eaf4998	Run0292_AC699LACXX_L4
f70b5c2c-7cf6-44b9-a7e8-514e0206cea2	Run0248_AC4D43ACXX_L4
6d633198-9e5c-47d0-9167-c2df844bb5a2	Run0253_BC4H6AACXX_L2
94001c98-3d96-4145-a54f-d983b3d99352	Run0247_BC4972ACXX_L6
f77131ab-566f-49a8-ae95-13a9268c70f5	Run0229_BC3N7TACXX_L2
13fbce07-26b5-43a4-8c76-eab5c7bd6e5f	Run0223_BC3JDHACXX_L2
5cc097a3-a544-4c63-a1d9-f1d0dba3987f	Run0223_BC3JDHACXX_L1
3162e8dc-5151-4f4f-8f93-60a9d977e116	Run0343_AC87WGACXX_L4
c6e89c17-0475-40c4-baac-f715f7fa1dfd	Run0253_BC4H6AACXX_L6
e0f0f553-e5df-4220-be1f-e1c86886a7e6	Run0253_BC4H6AACXX_L3
f2ff53e9-ff6a-4426-8af5-be7ecf158969	Run0290_AC699YACXX_L2
8571dd97-174c-4469-b348-aed820533b0b	Run0253_BC4H6AACXX_L8
a2a3024c-c16c-4b5e-88c2-223358d81bd3	Run0223_BC3JDHACXX_L1
b9fea0ad-4e60-4291-b31d-ff5e748cad67	Run0246_AC48UDACXX_L6
12746545-f879-4603-a8e9-8efdc7f3a77c	Run0290_AC699YACXX_L3
58c93569-d56a-41cd-96c9-d34004caf122	Run0247_BC4972ACXX_L8
fcddb0c1-b841-4716-8e0a-8d88e2ee44ff	Run0232_AC3NWRACXX_L7
331f4dfa-e40c-41fe-8d21-6a2bd319feb8	Run0232_AC3NWRACXX_L7
d6163dbe-3c3e-4093-a966-eb94c404a505	Run0224_AC3JF3ACXX_L1
5a44be89-0811-4717-b0ff-6120a702143a	Run0224_AC3JF3ACXX_L2
2dc84d40-a649-4946-aaae-261de8748985	Run0248_AC4D43ACXX_L5
43db80e0-81f3-45d2-b384-fe0817f7665a	Run0256_AC53WMACXX_L7
d68e04ac-c05c-4444-bd09-1c293e557643	Run0343_AC87WGACXX_L5
78991deb-2a46-4bda-bb28-9ed9de4d768d	Run0343_AC87WGACXX_L4
85f6272f-3e56-4122-ba55-cb0c55bcbe05	Run0290_AC699YACXX_L2
8d51208c-b134-4971-9f03-614cf5887f2e	Run0247_BC4972ACXX_L4
7e75d4c2-b5bb-46c7-aadd-1280efd0c105	Run0247_BC4972ACXX_L5
