Subdirectory	RGPU
2c17a918-8df2-47c5-a377-3a3e1a0340b4	Run0253_BC4H6AACXX_L6
8dcdf96a-46ec-49cd-932e-8df5977de8a0	Run0215_BC2NRKACXX_L7
c2013de2-6988-4326-aa15-2a87ecd3ca5a	Run0253_BC4H6AACXX_L1
6a44a762-26e6-474c-9017-8f6de58e9544	Run0246_AC48UDACXX_L4
f4dddc36-8136-4ac3-a041-4ad770208867	Run0253_BC4H6AACXX_L7
3ecbe33b-708e-49e7-97c8-0154487c50d3	Run0257_BC53U3ACXX_L6
56fb3df0-9f6f-4ca8-9c9b-a7c881bdbd2a	Run0248_AC4D43ACXX_L6
ebe4d4c6-3daf-4605-b10e-bcd0b88b9e3e	Run0231_AC3NBVACXX_L7
23220099-83e1-4874-a93f-505e49b86d80	Run0231_AC3NBVACXX_L8
2c229a09-3f4d-4ae6-b5dd-b89af133a3c3	Run0257_BC53U3ACXX_L3
d08b1627-9a42-4af5-aa0b-126e97be039b	Run0221_BC3H8JACXX_L5
cb7bef48-fd04-453f-a0f4-cb71343fe653	Run0248_AC4D43ACXX_L7
3c6b9e18-ad1d-4171-89b8-18fd6c7bdd8e	Run0224_AC3JF3ACXX_L3
9178d901-0da8-4a55-aaee-10f20f610a99	Run0248_AC4D43ACXX_L3
81b24516-4cc3-43c4-a2cf-927bb33ef7c9	Run0248_AC4D43ACXX_L2
6f3e0c41-9696-499c-a349-b62655648d2b	Run0247_BC4972ACXX_L1
87b7c0e1-424b-4f1d-bfb1-db8a2e8ebc42	Run0253_BC4H6AACXX_L7
1091eb55-4000-45f1-bfe2-3aea1cdbf6cc	Run0292_AC699LACXX_L3
28904049-f138-4aed-bfde-bbb2be55179f	Run0257_BC53U3ACXX_L2
96ee3661-70f6-46fd-8127-0b36590e3919	Run0221_BC3H8JACXX_L6
eddc2e0c-5fc1-4e90-8998-fe41f1b1ddca	Run0223_BC3JDHACXX_L2
fef08d33-67ad-4048-bd97-4c2e5e09f87d	Run0223_BC3JDHACXX_L2
c3cb2eb7-1d02-40ea-9283-b70e7ee84cc5	Run0253_BC4H6AACXX_L8
2d03a24d-e165-4940-84fd-9ab09bf3ec0b	Run0253_BC4H6AACXX_L5
ba87f6ed-9340-41e4-ad76-9cc6b08b57ab	Run0257_BC53U3ACXX_L7
296c6c31-0e41-4f9c-8e15-9b8a84509149	Run0247_BC4972ACXX_L3
c28bc896-114e-430f-ae96-3ccfe14029c6	Run0247_BC4972ACXX_L2
227976fa-171d-4c3e-b7dd-43b0ab765e3d	Run0253_BC4H6AACXX_L1
90c1c080-e9c9-4a17-b723-34b794296025	Run0246_AC48UDACXX_L6
1aa714e9-3837-453c-8f61-65936b49e5c2	Run0232_AC3NWRACXX_L7
05a566ec-183f-4d74-a437-38db9c21eddd	Run0208_AC2LDDACXX_L4
5acddd21-b07a-40d1-923b-47f83b9d0258	Run0343_AC87WGACXX_L4
083563b9-8f55-4df2-965b-84292543ca35	Run0246_AC48UDACXX_L6
045ecbc8-d555-4717-a1d0-fc47a58d32f1	Run0203_BC2KF2ACXX_L5
ec6674b6-8547-45b6-82fa-98f4f811ccce	Run0215_BC2NRKACXX_L7
4ace6801-36cb-4a75-9214-a5e77b9d8b70	Run0247_BC4972ACXX_L5
535d511d-e82e-4e3a-aa09-e5cb5e315e08	Run0253_BC4H6AACXX_L1
e05f04b6-0feb-45bf-bbd3-27f45ff9fbcb	Run0253_BC4H6AACXX_L8
570401fe-34df-4466-ba73-3616c14073a7	Run0221_BC3H8JACXX_L5
ec5e3707-312a-45bc-9a23-85386418b9c8	Run0257_BC53U3ACXX_L7
e52c99c3-e81d-48a9-b908-9d037ab958b7	Run0253_BC4H6AACXX_L7
549c2eb3-a9c0-476f-9ce2-7aedc3409c92	Run0257_BC53U3ACXX_L7
c1619b51-7d5d-44d0-aef8-34e8db7c871b	Run0253_BC4H6AACXX_L3
0e6e365b-0975-49c9-9d7b-c94fc6968dbd	Run0248_AC4D43ACXX_L7
8ff8851a-f628-4f5a-af53-6d830ebe9861	Run0257_BC53U3ACXX_L2
737d946f-2185-456e-b2cc-fcefdfd8799d	Run0223_BC3JDHACXX_L2
94502846-00bb-4491-b70a-ccb14efc7536	Run0247_BC4972ACXX_L3
b57d4c2a-a79f-419a-a5b8-df81ad7004a3	Run0246_AC48UDACXX_L5
e8a70e36-9f3f-4a8d-a886-e74f4ca4f979	Run0248_AC4D43ACXX_L6
81274ece-5723-484f-98ef-d55eca2eacc8	Run0253_BC4H6AACXX_L1
83f21af5-d747-4933-9ad2-1a9f24002687	Run0203_BC2KF2ACXX_L5
851f1678-55d0-4c3f-9d15-765e665d04d0	Run0208_AC2LDDACXX_L3
79bd8483-b140-4a28-8c1a-294dea20fbfa	Run0292_AC699LACXX_L3
41670d29-0a12-4943-9c66-0cdca39d1df1	Run0246_AC48UDACXX_L4
099d6c37-f1ba-4da3-8d50-632c7f26b5d5	Run0224_AC3JF3ACXX_L5
55fd157e-e6b9-4fd4-bd08-91320d2715e9	Run0202_AC2KPCACXX_L5
0420317d-f252-4be5-bb0b-c4e1a3b84086	Run0253_BC4H6AACXX_L2
c6185997-56b9-4823-a4d6-a2e012b3bb86	Run0224_AC3JF3ACXX_L2
7a530e03-0b98-4e74-beb3-a3659020e02e	Run0202_AC2KPCACXX_L5
ca00fc9c-c9b2-4314-9acd-663301df2d83	Run0221_BC3H8JACXX_L6
0b58e5b4-7fa6-498b-b2ed-ade979efbc7f	Run0253_BC4H6AACXX_L1
eecbfcf5-40a8-4bdb-a706-0901fa2d7699	Run0292_AC699LACXX_L4
94a81a79-1dd6-40db-b09a-86ed05d581ba	Run0292_AC699LACXX_L3
08ef5236-fe3c-435f-acb2-c03989eec3ae	Run0246_AC48UDACXX_L4
f6c24f36-f4f2-44a4-a3d4-7d986cc11f60	Run0253_BC4H6AACXX_L3
255f28fb-f308-4241-9edd-c2063c4e0b4f	Run0232_AC3NWRACXX_L7
a0bef372-d524-498f-91b9-444a325f6a0d	Run0253_BC4H6AACXX_L6
e60d423f-19d8-462c-8ef3-c9a178b2c61e	Run0247_BC4972ACXX_L8
405f67ea-5ce7-4280-b28d-e3e1d19e57ce	Run0246_AC48UDACXX_L4
0935f87a-a85d-4d5a-92ec-84ec74dea8b7	Run0292_AC699LACXX_L3
68d32493-3005-4134-8def-cec48bf655cc	Run0223_BC3JDHACXX_L2
949fc158-2378-4247-a101-31f569af723a	Run0248_AC4D43ACXX_L5
d97c6285-9ed9-42e2-ba56-571104e597cb	Run0288_AC698EACXX_L2
e595dcae-8d49-4054-a0c8-f0c1f50b239f	Run0257_BC53U3ACXX_L2
58d6df6f-fd15-418d-a38a-73c8d3c799d7	Run0247_BC4972ACXX_L5
88406de0-17b4-4362-87af-c118996c2e7a	Run0290_AC699YACXX_L5
bf59fe33-30fe-4bfe-ae94-3c14a7f99fb7	Run0253_BC4H6AACXX_L4
c7b30a0c-a34e-41d1-a3e3-ecad2cff8c61	Run0247_BC4972ACXX_L2
151fa1d3-8307-480f-aa41-9913a57218f5	Run0221_BC3H8JACXX_L5
90909501-7570-44e2-bffb-33f40fda6ca5	Run0248_AC4D43ACXX_L2
3edf6b8e-9347-48ad-9946-4d9eb65a7e4c	Run0247_BC4972ACXX_L4
920d568d-ea86-429c-b177-156a00f86c98	Run0224_AC3JF3ACXX_L4
ff10d6be-9589-41da-8134-8da32cceb470	Run0257_BC53U3ACXX_L7
ec4788ee-4f79-4303-96ca-dbbb4b23a00e	Run0221_BC3H8JACXX_L6
bb080503-b575-4ede-a08c-38f3f0451645	Run0202_AC2KPCACXX_L5
dfe47e91-dfad-4801-9062-b755f3182f23	Run0224_AC3JF3ACXX_L4
8d3d33ba-0d44-4c6c-856b-c75f933a1072	Run0231_AC3NBVACXX_L6
68103454-89d1-414d-982a-f06d254bf38e	Run0223_BC3JDHACXX_L1
3897cfe1-4231-4be0-8571-a15310e1be3c	Run0247_BC4972ACXX_L7
99dfa7cf-ed3a-4ba9-a460-296b87abc2a1	Run0256_AC53WMACXX_L8
007729b6-ac3a-4a9d-a481-c592a1a9a20e	Run0248_AC4D43ACXX_L7
3f968d9c-458d-46c8-92ff-71129fd686ce	Run0247_BC4972ACXX_L3
3cf52a75-671a-4681-b6ea-058fe7c6c1fb	Run0253_BC4H6AACXX_L4
1f41c941-5876-4851-8d52-9f206959587e	Run0246_AC48UDACXX_L4
2c4f76a6-c5ca-4cb4-9d98-eccecb2f71ee	Run0253_BC4H6AACXX_L8
bf4fd8a3-dde4-4077-b1f0-73c41d2aea3e	Run0224_AC3JF3ACXX_L1
c2a6c04a-4437-4fdf-95e2-7a3e7754d759	Run0248_AC4D43ACXX_L5
1213adb8-de3b-44e6-b513-f56532d62e6b	Run0247_BC4972ACXX_L2
361f414a-741c-4210-94a4-a76966e00755	Run0253_BC4H6AACXX_L4
a038f508-74aa-4426-88aa-358482251a22	Run0253_BC4H6AACXX_L3
393bb1e1-64bd-43a6-a009-e34e1b5097f3	Run0257_BC53U3ACXX_L3
89ae9c7b-01fa-4840-ba1b-ff5c20a5d3cb	Run0232_AC3NWRACXX_L7
3a101f88-a899-41c2-8d56-7d1cc5359e92	Run0248_AC4D43ACXX_L7
782c4254-8d9e-4ea9-b989-5cb450dfc98e	Run0288_AC698EACXX_L2
5f1061c3-698d-4719-a09a-48a016ad2701	Run0292_AC699LACXX_L3
fcc23caa-d3b9-4e92-b043-9bee932a8d05	Run0256_AC53WMACXX_L7
10cc0852-9f80-4c83-9abb-9f6f6ca3d2b3	Run0221_BC3H8JACXX_L5
2f4683ef-630c-429f-9f70-5563a3e93f47	Run0343_AC87WGACXX_L4
2450290f-a51f-47a8-ac78-ee89b816123a	Run0253_BC4H6AACXX_L1
006094d6-d9bd-4ce9-af7e-8f1455146c4f	Run0248_AC4D43ACXX_L2
05f5a4ca-487c-4311-9f98-24e039a01ab6	Run0290_AC699YACXX_L5
d40a9aad-231e-427c-b3fb-ff210b6f73e6	Run0229_BC3N7TACXX_L2
b18e96b5-dfab-4e09-aa28-04615bcf11fd	Run0247_BC4972ACXX_L3
154cd729-becb-4286-8579-a14d69a15cf4	Run0343_AC87WGACXX_L4
80d23502-0af7-43e7-9db8-071acf1178a5	Run0232_AC3NWRACXX_L7
9df5fa1c-ea6a-459d-bcd1-07da51289577	Run0288_AC698EACXX_L2
2175aadf-e8d7-4753-8058-f3f881fe05a3	Run0223_BC3JDHACXX_L1
03141d59-b573-4f4b-98fe-15277927b13e	Run0215_BC2NRKACXX_L7
88b80410-cb3d-4b01-9270-8799b06895e7	Run0231_AC3NBVACXX_L6
37839283-b26f-4505-816b-5a5010578d94	Run0257_BC53U3ACXX_L2
4811c94b-ec9a-49f6-ae13-6de603bfacff	Run0253_BC4H6AACXX_L3
86574cfd-838e-4002-a7eb-e7a1004b6a40	Run0257_BC53U3ACXX_L3
42c75888-f3ee-4272-ae2c-8d5e8d4bd3fe	Run0203_BC2KF2ACXX_L5
895f337f-17e8-44eb-be84-bb35083811bd	Run0246_AC48UDACXX_L6
bd317e66-92a1-4808-9011-ca69d6256706	Run0224_AC3JF3ACXX_L2
daf084b0-ca98-4ea6-9d7f-f793df5173ac	Run0290_AC699YACXX_L3
5ebc4c96-ff29-4bbb-b841-9266fa8867e5	Run0253_BC4H6AACXX_L7
073beefe-95a4-4b8f-b6b7-4b8fbecc1830	Run0248_AC4D43ACXX_L7
a446e6ce-5567-4e4e-b59c-51c9723ce3ae	Run0215_BC2NRKACXX_L7
60592f7d-3a30-4fae-945d-61749e6bedda	Run0253_BC4H6AACXX_L7
03390096-dc0a-43e0-ad01-9c16ad353181	Run0247_BC4972ACXX_L3
6aa8100f-24df-4525-ad9b-c24f22a31abe	Run0248_AC4D43ACXX_L6
027ff6ef-8f39-4d12-9d19-6ada426e5b9c	Run0257_BC53U3ACXX_L2
9f4d5a4b-0df7-4e93-8b21-cedb6adb6db7	Run0253_BC4H6AACXX_L8
c3eda7f3-7515-4281-8af2-edf85f2b888f	Run0224_AC3JF3ACXX_L1
e95a0be5-c1d7-4031-b544-1bac687cd70f	Run0253_BC4H6AACXX_L2
8a218de5-bc17-41fa-9134-122ed032ec71	Run0246_AC48UDACXX_L4
937d5c82-b9f9-4b4c-9647-63d34ef19edc	Run0208_AC2LDDACXX_L4
84b400ad-5b95-47b4-8e10-ef03921d1601	Run0253_BC4H6AACXX_L4
102de57f-900e-4e33-a0ff-7009d09421e1	Run0247_BC4972ACXX_L7
d2756137-07e8-449c-a318-d5bdf3576518	Run0208_AC2LDDACXX_L3
327a7dda-109c-4985-a8dc-ab2c52db57a9	Run0257_BC53U3ACXX_L2
68202f61-4bca-4590-b6b4-5cad91760969	Run0224_AC3JF3ACXX_L2
6699c1c5-faf3-4e0a-a8ee-793e5e557228	Run0247_BC4972ACXX_L7
e2903637-b92c-4f25-8421-c47d11efc218	Run0253_BC4H6AACXX_L1
89c57a6f-7b25-44f6-bf9f-7388037ab122	Run0231_AC3NBVACXX_L7
90605116-8e3e-4f44-93ba-dfae5f84e349	Run0248_AC4D43ACXX_L3
9a806e0e-72b8-48db-9efa-5e031c7af7af	Run0247_BC4972ACXX_L8
e61ec09c-4603-4034-b28b-df67ea2e10d8	Run0246_AC48UDACXX_L4
7f499474-93d3-44e3-88ff-c9e37572c4c3	Run0224_AC3JF3ACXX_L5
5bb3fe61-47f7-4044-9692-4f2bb615b54d	Run0248_AC4D43ACXX_L2
ca42f4e9-6db5-462f-b864-f0f50c39688b	Run0248_AC4D43ACXX_L5
15a442fd-6ae0-439e-b004-32763cc4fb3a	Run0248_AC4D43ACXX_L4
a7622fed-e474-44b8-9a66-0a7536db4174	Run0248_AC4D43ACXX_L2
e67e5ee5-5227-4081-85ed-63ff2f45b9dd	Run0247_BC4972ACXX_L1
21ec14d9-83b4-4a6c-97d5-cf61d4f6779f	Run0202_AC2KPCACXX_L5
ae6c71d8-00fd-4fa8-a8eb-be3eaeec9de0	Run0248_AC4D43ACXX_L7
947a4eb4-9ff9-423e-add9-4136b5392d51	Run0208_AC2LDDACXX_L4
5cc4ae06-5e43-4fe6-b51d-0e0eac2fd616	Run0229_BC3N7TACXX_L2
fc9c224f-91c1-4b74-b435-ac5279d71670	Run0223_BC3JDHACXX_L2
f7a17820-fadd-4795-a364-6957c7ba8784	Run0248_AC4D43ACXX_L5
7504408e-1d7b-4174-86aa-cef171c9ae89	Run0203_BC2KF2ACXX_L5
706620ee-26ec-49e3-9fef-122e5ecbcf7d	Run0292_AC699LACXX_L4
019dfd3a-5543-4408-9bb9-452c54d6766b	Run0215_BC2NRKACXX_L7
0edd4104-6b81-4d85-b86e-0fdf257b49f3	Run0247_BC4972ACXX_L4
58225958-83ad-433d-a4d8-6ad35f1718b2	Run0257_BC53U3ACXX_L3
68d9e8d2-d386-4504-8ce9-2e7f518c92e1	Run0248_AC4D43ACXX_L7
d7b168e2-4c1d-408d-b379-bc0dbf23f9a8	Run0246_AC48UDACXX_L4
1fbba0a5-4b06-4554-a69a-9bbc3f1f5092	Run0248_AC4D43ACXX_L2
c6902fff-33ca-4fe4-a180-3236871f9bac	Run0223_BC3JDHACXX_L2
337b3d4f-0bd4-47c7-9667-95e686d852ee	Run0256_AC53WMACXX_L7
e6c58633-8af8-408f-b7b5-4e16ce6488d2	Run0247_BC4972ACXX_L8
054da75e-199f-4b6f-bf54-96a304528672	Run0224_AC3JF3ACXX_L1
11defe28-a378-4f94-b376-5a44628d1a7d	Run0292_AC699LACXX_L3
a54b6432-a30c-4422-bec0-40fc1aa90145	Run0256_AC53WMACXX_L7
53f1e3f5-0af6-4c05-a05b-fab5160fcec5	Run0247_BC4972ACXX_L6
1aec7160-1335-4fda-ab2e-29f384731e88	Run0256_AC53WMACXX_L7
abb05158-3101-4774-9cea-9759d39c44db	Run0246_AC48UDACXX_L6
61c1b2ff-b069-49e2-af76-4d386be00e41	Run0247_BC4972ACXX_L6
88ace284-4917-4726-9b10-42c96d206ab5	Run0223_BC3JDHACXX_L1
eb5f2e07-77ff-493f-820e-faa07502396a	Run0223_BC3JDHACXX_L1
a2986447-0ef1-4dfa-999c-c0e9f76d20b2	Run0253_BC4H6AACXX_L7
6b3c17db-2c94-4029-baae-e8b25648db34	Run0247_BC4972ACXX_L8
e34a88d3-f5bc-4f44-8c83-3a9fd85a83b4	Run0246_AC48UDACXX_L4
779f56ef-3b4d-4b69-9674-a977cb9da7cf	Run0208_AC2LDDACXX_L4
c20946af-31f1-489b-80b1-6ee9bfd88bbd	Run0223_BC3JDHACXX_L2
2ad214a4-c6aa-47e7-a5c2-dd2fe8aa52a9	Run0224_AC3JF3ACXX_L4
d0041c46-2e4e-43aa-bd9f-cf9013774893	Run0247_BC4972ACXX_L7
e5495cbc-8095-456d-a839-95edafa58bc3	Run0257_BC53U3ACXX_L7
cc2bd214-6315-478d-be62-794d0db8e626	Run0253_BC4H6AACXX_L2
de70f1d4-3128-4e4b-aabc-92403a9f029c	Run0247_BC4972ACXX_L8
f872bf25-b1fd-4cab-ae52-dff75f2cbb08	Run0202_AC2KPCACXX_L5
bb611837-63a7-410c-85d6-f4ba4cac8642	Run0253_BC4H6AACXX_L8
09c85817-1652-49cf-93ae-5840ff6ea1c8	Run0223_BC3JDHACXX_L2
b2078fd4-e1d9-4752-bed4-4a9d6c123f12	Run0290_AC699YACXX_L5
2c84790f-3011-4105-ba55-a3dd51be9a30	Run0257_BC53U3ACXX_L7
04223f4e-6fc3-426c-97cf-3faad68bb1ad	Run0253_BC4H6AACXX_L7
0287d883-1886-4149-b832-d4e2b477991d	Run0290_AC699YACXX_L3
decf542c-f69d-410d-b3bf-d21ade5c4c41	Run0246_AC48UDACXX_L5
70d1b839-c66c-4cda-8add-55b1ab8369ff	Run0256_AC53WMACXX_L8
a72db7bc-1727-452d-8979-1740ed7a4974	Run0246_AC48UDACXX_L5
94cf12b5-2907-480d-b284-b057fe99e920	Run0221_BC3H8JACXX_L5
8bf6d927-b616-4e8a-ad62-01877e9ef18f	Run0256_AC53WMACXX_L7
31899f89-1c70-41da-a987-b1c2beecc81c	Run0248_AC4D43ACXX_L7
b24c23ee-4bfb-4888-af60-a8e95e8398ba	Run0253_BC4H6AACXX_L8
202cccfe-2d8d-4a15-8b76-51786b40571e	Run0224_AC3JF3ACXX_L2
b0fad385-baa9-47af-b1d5-4df90dce3798	Run0231_AC3NBVACXX_L7
58968cde-c3fd-4718-a465-9bdf5356796f	Run0248_AC4D43ACXX_L4
5a9cb081-c477-4dd2-a935-b608743b0f9f	Run0208_AC2LDDACXX_L2
aaf5cb70-0c55-46ff-8883-39030d4f7fab	Run0223_BC3JDHACXX_L1
52f1683f-fc21-41d4-b677-ef65680b563a	Run0256_AC53WMACXX_L7
b7bbe800-0325-4f56-906d-bb21eb6a30e1	Run0247_BC4972ACXX_L5
cfa2217f-5fce-4f2e-88eb-4b3ba7d04fe4	Run0223_BC3JDHACXX_L2
b82183a3-4f1c-4cd1-9786-5a76946911a6	Run0224_AC3JF3ACXX_L4
fea3c3ed-4b89-439b-a50c-da32623727d3	Run0224_AC3JF3ACXX_L2
55d32074-8d27-436c-b9c6-a9157bb9ce58	Run0224_AC3JF3ACXX_L4
28928b29-a061-47b2-907a-50c70ee0637c	Run0208_AC2LDDACXX_L4
5d2e08ff-4800-4b7c-b93f-d27dfad5df81	Run0247_BC4972ACXX_L6
5977420b-c039-4570-81f5-0148e13ed3f2	Run0257_BC53U3ACXX_L3
de940f24-5658-4aba-bccd-b80adf891b36	Run0246_AC48UDACXX_L5
bbe63d1d-01c5-4488-9eec-fc5ca390f77f	Run0248_AC4D43ACXX_L3
93a28417-47e6-4778-a5a8-39dcc09f9fcc	Run0247_BC4972ACXX_L8
e779fa80-7ab0-4f52-8702-43fae571c661	Run0208_AC2LDDACXX_L3
d3e7fbf8-de82-45d6-a399-42f32c7e32a4	Run0290_AC699YACXX_L2
cf767897-96a6-4d9a-bb02-3fc76d20658e	Run0248_AC4D43ACXX_L5
b9fd6cab-db99-4708-a0eb-6f59669b0fd8	Run0292_AC699LACXX_L4
2adacb73-a69b-4ae5-8354-6fd45e8856f0	Run0253_BC4H6AACXX_L5
4b08445a-9ef8-4904-9b1d-7cd63c33b88e	Run0224_AC3JF3ACXX_L2
5373af83-ba67-450b-aaaa-137b31aa7dc5	Run0253_BC4H6AACXX_L2
d9e2c866-7821-45e5-9ba1-57ad5fb6bf84	Run0231_AC3NBVACXX_L5
40f1ab94-3984-4489-81ba-781087fb7a43	Run0257_BC53U3ACXX_L2
9cdeb81e-c31e-444a-b416-5c0ddadc84c4	Run0343_AC87WGACXX_L4
8ff70140-8355-4d24-8ef0-c09dcee19737	Run0253_BC4H6AACXX_L7
b928cdc3-4b68-43fa-ae97-d939a3f478f5	Run0257_BC53U3ACXX_L2
5ce22b14-6306-401d-a2f0-f5f72fa6c223	Run0248_AC4D43ACXX_L5
18eb6afc-4d8b-450e-a7bd-8c2498d5e385	Run0253_BC4H6AACXX_L3
48d52a80-7c60-4a03-bdda-48110e064e5b	Run0208_AC2LDDACXX_L3
3b7a9170-7f26-4893-b859-d461a4b0d7ac	Run0253_BC4H6AACXX_L4
ec57a2a6-a2db-45a4-98c5-9e9fc1047ab2	Run0215_BC2NRKACXX_L7
0d6b6a15-de3c-404b-a9c2-402527ee6172	Run0247_BC4972ACXX_L6
3b2e57de-e6f8-4db9-8c84-25fc8de40230	Run0284_AC5WN7ACXX_L5
28fdb4d4-5c95-4251-9961-552d7129e6cb	Run0248_AC4D43ACXX_L4
b640b697-122b-4ed7-a741-f1fa8da7ef87	Run0253_BC4H6AACXX_L8
91098a57-9b1e-42b9-9ade-ef73a5a41ec4	Run0231_AC3NBVACXX_L6
c55e2386-87c7-4d11-8469-6e8609f2ef6f	Run0224_AC3JF3ACXX_L5
bdb698fa-26e7-40c0-8e93-e405399805c0	Run0215_BC2NRKACXX_L7
a667b6c0-e20b-4cab-a1e3-9d65adf62844	Run0253_BC4H6AACXX_L2
006b55b5-c2e8-4bbe-b4ae-dfc4e0a5fe8f	Run0257_BC53U3ACXX_L6
1ccc1970-37dd-40aa-a34e-8ae6a911782a	Run0224_AC3JF3ACXX_L2
78dd9f26-0731-4010-ac48-248bf8c853c1	Run0253_BC4H6AACXX_L2
4dff977c-cea8-4204-8127-6a0a2aeff1f7	Run0257_BC53U3ACXX_L6
0099e0b8-64d8-4f06-bb69-68539dd0ffd6	Run0257_BC53U3ACXX_L3
38f204cf-d4ca-4cd4-b88c-f26b11308ecf	Run0288_AC698EACXX_L2
342f957f-6fbd-4c51-a8ad-e824badaab22	Run0253_BC4H6AACXX_L6
dbcd86dc-a7ae-47ca-803c-8ee1b35944ea	Run0288_AC698EACXX_L2
e0204dc2-40a1-4ead-b965-70b63e7a65e6	Run0284_AC5WN7ACXX_L5
0e9d410a-3170-40fc-a1aa-75971fd3363f	Run0224_AC3JF3ACXX_L3
fbdcba58-5ea3-4341-9ead-39d7aa11fc4d	Run0224_AC3JF3ACXX_L2
f8d8fcde-8881-4932-bce4-5e11684cf520	Run0248_AC4D43ACXX_L5
80da72a3-850c-4a53-b6b5-78c88dfb2153	Run0343_AC87WGACXX_L5
cfdcb442-0a5e-460b-98ee-b2a5a5052004	Run0247_BC4972ACXX_L6
07cb3f7e-e2dd-41bc-9ade-9ee4b9ec4fbf	Run0257_BC53U3ACXX_L7
2a8c1aec-fef6-46bb-9bdb-fa94c1cad792	Run0246_AC48UDACXX_L5
cbf9aaf0-5261-474b-aa73-ee2dcfcaf167	Run0253_BC4H6AACXX_L7
fbe0d5e7-77d2-4969-9ac3-4751a04176f8	Run0224_AC3JF3ACXX_L1
02b95d55-37fb-4150-afee-50d996fda6fc	Run0247_BC4972ACXX_L2
5bd016f6-a74f-41b5-8143-899ff8201f8c	Run0231_AC3NBVACXX_L8
8c37ba0e-eb78-499e-bf58-cd9fec475c0b	Run0208_AC2LDDACXX_L2
21f9d842-6a3e-4a87-8472-1b3583f8ae8c	Run0202_AC2KPCACXX_L5
9bd9d9a8-7cd8-4955-aeb8-4afbafbf4c0e	Run0247_BC4972ACXX_L4
b137b9d3-7f21-4fb9-8107-873dd8e0e088	Run0223_BC3JDHACXX_L1
d5f6df70-6575-4ff0-831e-b45221ca57c2	Run0253_BC4H6AACXX_L3
31201aa2-ef89-41e9-9bb6-4f97ac9fa739	Run0248_AC4D43ACXX_L4
c20841e3-7324-49c2-b1c6-dca7270eddb9	Run0247_BC4972ACXX_L8
1c8fee49-8340-49f8-aa28-2d3be6a88a2a	Run0247_BC4972ACXX_L8
958b9d47-a9cc-45e4-9142-ddac967f7d33	Run0224_AC3JF3ACXX_L5
d6449c05-6f72-4867-925d-ef4bf48c502e	Run0290_AC699YACXX_L5
fe9130d6-6e6e-46db-9dca-5c5f84b96451	Run0257_BC53U3ACXX_L7
05c15aa3-2726-4fc0-a48c-8904849116e1	Run0247_BC4972ACXX_L6
8c6edeb6-0cfb-4010-83a1-eb1811bc69ad	Run0292_AC699LACXX_L4
a86e0106-e971-4fb0-bfb2-149d67180b95	Run0248_AC4D43ACXX_L7
3d6705de-7b1a-4af2-a750-a855ac1d4f96	Run0257_BC53U3ACXX_L3
492169d2-1a2d-432d-bea8-751318dbe639	Run0215_BC2NRKACXX_L7
c3b57b74-d3c1-463d-8fa2-457c1b5036c3	Run0253_BC4H6AACXX_L8
086b4c1a-4ee2-4496-a1d7-6e83d47e3808	Run0253_BC4H6AACXX_L5
5a356b89-5092-4fb9-a799-d02b23bf78ea	Run0253_BC4H6AACXX_L7
76c9b4ec-ca23-43df-be1e-36d2884724fb	Run0224_AC3JF3ACXX_L2
3d7a042a-3c11-473d-880e-e0597eb23494	Run0257_BC53U3ACXX_L7
60429305-ad11-4ea5-b0a3-51f8e3c9cfb7	Run0248_AC4D43ACXX_L5
94837f9a-3e2d-47b5-b735-e8eeb2c6f446	Run0247_BC4972ACXX_L1
5f3b9441-f5b2-4c58-a257-501ca7b39185	Run0221_BC3H8JACXX_L5
ebc4046f-5321-471e-a02d-f72945c980b9	Run0247_BC4972ACXX_L8
55bcd9b0-1e16-4a80-8664-713ffe27d59e	Run0223_BC3JDHACXX_L2
a826da49-cd02-480a-89e1-7feac65b8445	Run0248_AC4D43ACXX_L4
9b2e22c4-b7ce-44b3-9f5f-4724090856a5	Run0248_AC4D43ACXX_L3
72f44b47-33f3-4d69-9fdc-b8d9592a4360	Run0253_BC4H6AACXX_L3
73ed38e2-e2ce-4141-95dd-0d679fa075b7	Run0247_BC4972ACXX_L3
bc834a15-853f-426f-a234-2a025a48502b	Run0246_AC48UDACXX_L5
d56c807c-46ae-4cc7-b2ad-7eb53a17faa5	Run0208_AC2LDDACXX_L3
a0e654ca-795c-45a1-aef1-23186566810d	Run0231_AC3NBVACXX_L5
3e94657e-662c-43af-921b-111a3757a3a8	Run0248_AC4D43ACXX_L5
b98d0142-15a2-4a5e-94c6-acc6f535b3a4	Run0208_AC2LDDACXX_L3
1b045b56-1213-4b9e-bc27-2e0813119f4c	Run0248_AC4D43ACXX_L2
39084e86-227c-41a6-9688-bd3ebed71cea	Run0203_BC2KF2ACXX_L5
e413a175-b3fc-4146-bbe4-0e316f629da8	Run0231_AC3NBVACXX_L5
b3339f59-9a3d-4542-b949-a01cc7e2862f	Run0231_AC3NBVACXX_L6
33cb2ec7-87f1-467c-95aa-64f61acc16c8	Run0246_AC48UDACXX_L4
75c646da-6b7c-4dba-ab68-c07b8644d017	Run0224_AC3JF3ACXX_L2
8189b70a-2a5a-4adc-ad35-8162980a5d7a	Run0253_BC4H6AACXX_L5
62317eb1-6b0c-4b9a-82c6-93f8f977b2f4	Run0284_AC5WN7ACXX_L5
abb21173-d6e0-4690-a0d3-efe371d78c30	Run0343_AC87WGACXX_L4
