FID	IID	POP	REG	myREG	Color	PCH
0	HGDP00699	palestinian	mid	Middle-East	orange	16
0	HGDP00700	palestinian	mid	Middle-East	orange	16
0	HGDP00701	bedouin	mid	Middle-East	orange	16
0	HGDP00703	colombian	amr	American	purple	16
0	HGDP00704	colombian	amr	American	purple	16
0	HGDP00708	colombian	amr	American	purple	16
0	HGDP00710	colombian	amr	American	purple	16
0	HGDP00711	cambodian	eas	East Asia	yellow3	16
0	HGDP00712	cambodian	eas	East Asia	yellow3	16
0	HGDP00714	cambodian	eas	East Asia	yellow3	16
0	HGDP00716	cambodian	eas	East Asia	yellow3	16
0	HGDP00719	cambodian	eas	East Asia	yellow3	16
0	HGDP00720	cambodian	eas	East Asia	yellow3	16
0	HGDP00723	palestinian	mid	Middle-East	orange	16
0	HGDP00726	palestinian	mid	Middle-East	orange	16
0	HGDP00727	palestinian	mid	Middle-East	orange	16
0	HGDP00729	palestinian	mid	Middle-East	orange	16
0	HGDP00730	palestinian	mid	Middle-East	orange	16
0	HGDP00731	palestinian	mid	Middle-East	orange	16
0	HGDP00732	palestinian	mid	Middle-East	orange	16
0	HGDP00733	palestinian	mid	Middle-East	orange	16
0	HGDP00734	palestinian	mid	Middle-East	orange	16
0	HGDP00735	palestinian	mid	Middle-East	orange	16
0	HGDP00736	palestinian	mid	Middle-East	orange	16
0	HGDP00739	palestinian	mid	Middle-East	orange	16
0	HGDP00740	palestinian	mid	Middle-East	orange	16
0	HGDP00741	palestinian	mid	Middle-East	orange	16
0	HGDP00744	palestinian	mid	Middle-East	orange	16
0	HGDP00745	palestinian	mid	Middle-East	orange	16
0	HGDP00746	palestinian	mid	Middle-East	orange	16
0	HGDP00747	japanese	eas	East Asia	yellow3	16
0	HGDP00748	japanese	eas	East Asia	yellow3	16
0	HGDP00750	japanese	eas	East Asia	yellow3	16
0	HGDP00751	japanese	eas	East Asia	yellow3	16
0	HGDP00752	japanese	eas	East Asia	yellow3	16
0	HGDP00753	japanese	eas	East Asia	yellow3	16
0	HGDP00754	japanese	eas	East Asia	yellow3	16
0	HGDP00755	japanese	eas	East Asia	yellow3	16
0	HGDP00756	japanese	eas	East Asia	yellow3	16
0	HGDP00757	japanese	eas	East Asia	yellow3	16
0	HGDP00758	japanese	eas	East Asia	yellow3	16
0	HGDP00759	japanese	eas	East Asia	yellow3	16
0	HGDP00760	japanese	eas	East Asia	yellow3	16
0	HGDP00761	japanese	eas	East Asia	yellow3	16
0	HGDP00762	japanese	eas	East Asia	yellow3	16
0	HGDP00763	japanese	eas	East Asia	yellow3	16
0	HGDP00764	japanese	eas	East Asia	yellow3	16
0	HGDP00765	japanese	eas	East Asia	yellow3	16
0	HGDP00766	japanese	eas	East Asia	yellow3	16
0	HGDP00767	japanese	eas	East Asia	yellow3	16
0	HGDP00768	japanese	eas	East Asia	yellow3	16
0	HGDP00769	japanese	eas	East Asia	yellow3	16
0	HGDP00771	japanese	eas	East Asia	yellow3	16
0	HGDP00772	japanese	eas	East Asia	yellow3	16
0	HGDP00774	han	eas	East Asia	yellow3	16
0	HGDP00776	han	eas	East Asia	yellow3	16
0	HGDP00777	han	eas	East Asia	yellow3	16
0	HGDP00779	han	eas	East Asia	yellow3	16
0	HGDP00780	han	eas	East Asia	yellow3	16
0	HGDP00781	han	eas	East Asia	yellow3	16
0	HGDP00782	han	eas	East Asia	yellow3	16
0	HGDP00784	han	eas	East Asia	yellow3	16
0	HGDP00786	han	eas	East Asia	yellow3	16
0	HGDP00790	japanese	eas	East Asia	yellow3	16
0	HGDP00791	japanese	eas	East Asia	yellow3	16
0	HGDP00794	orcadian	eur	European	green	16
0	HGDP00795	orcadian	eur	European	green	16
0	HGDP00797	orcadian	eur	European	green	16
0	HGDP00799	orcadian	eur	European	green	16
0	HGDP00800	orcadian	eur	European	green	16
0	HGDP00802	orcadian	eur	European	green	16
0	HGDP00803	orcadian	eur	European	green	16
0	HGDP00804	orcadian	eur	European	green	16
0	HGDP00805	orcadian	eur	European	green	16
0	HGDP00806	orcadian	eur	European	green	16
0	HGDP00807	orcadian	eur	European	green	16
0	HGDP00808	orcadian	eur	European	green	16
0	HGDP00810	orcadian	eur	European	green	16
0	HGDP00811	han	eas	East Asia	yellow3	16
0	HGDP00812	han	eas	East Asia	yellow3	16
0	HGDP00813	han	eas	East Asia	yellow3	16
0	HGDP00814	han	eas	East Asia	yellow3	16
0	HGDP00815	han	eas	East Asia	yellow3	16
0	HGDP00817	han	eas	East Asia	yellow3	16
0	HGDP00818	han	eas	East Asia	yellow3	16
0	HGDP00819	han	eas	East Asia	yellow3	16
0	HGDP00820	han	eas	East Asia	yellow3	16
0	HGDP00821	han	eas	East Asia	yellow3	16
0	HGDP00822	han	eas	East Asia	yellow3	16
0	HGDP00828	japanese	eas	East Asia	yellow3	16
0	HGDP00832	surui	amr	American	purple	16
0	HGDP00837	surui	amr	American	purple	16
0	HGDP00838	surui	amr	American	purple	16
0	HGDP00843	surui	amr	American	purple	16
0	HGDP00845	surui	amr	American	purple	16
0	HGDP00849	surui	amr	American	purple	16
0	HGDP00854	maya	amr	American	purple	16
0	HGDP00856	maya	amr	American	purple	16
0	HGDP00858	maya	amr	American	purple	16
0	HGDP00859	maya	amr	American	purple	16
0	HGDP00860	maya	amr	American	purple	16
0	HGDP00861	maya	amr	American	purple	16
0	HGDP00862	maya	amr	American	purple	16
0	HGDP00863	maya	amr	American	purple	16
0	HGDP00864	maya	amr	American	purple	16
0	HGDP00865	maya	amr	American	purple	16
0	HGDP00868	maya	amr	American	purple	16
0	HGDP00869	maya	amr	American	purple	16
0	HGDP00870	maya	amr	American	purple	16
0	HGDP00871	maya	amr	American	purple	16
0	HGDP00872	maya	amr	American	purple	16
0	HGDP00873	maya	amr	American	purple	16
0	HGDP00875	maya	amr	American	purple	16
0	HGDP00876	maya	amr	American	purple	16
0	HGDP00877	maya	amr	American	purple	16
0	HGDP00904	mandenka	afr	Africa	red	16
0	HGDP00905	mandenka	afr	Africa	red	16
0	HGDP00906	mandenka	afr	Africa	red	16
0	HGDP00907	mandenka	afr	Africa	red	16
0	HGDP00908	mandenka	afr	Africa	red	16
0	HGDP00909	mandenka	afr	Africa	red	16
0	HGDP00910	mandenka	afr	Africa	red	16
0	HGDP00911	mandenka	afr	Africa	red	16
0	HGDP00912	mandenka	afr	Africa	red	16
0	HGDP00913	mandenka	afr	Africa	red	16
0	HGDP00914	mandenka	afr	Africa	red	16
0	HGDP00916	mandenka	afr	Africa	red	16
0	HGDP00917	mandenka	afr	Africa	red	16
0	HGDP00918	mandenka	afr	Africa	red	16
0	HGDP00919	mandenka	afr	Africa	red	16
0	HGDP00920	yoruba	afr	Africa	red	16
0	HGDP00924	yoruba	afr	Africa	red	16
0	HGDP00925	yoruba	afr	Africa	red	16
0	HGDP00926	yoruba	afr	Africa	red	16
0	HGDP00929	yoruba	afr	Africa	red	16
0	HGDP00930	yoruba	afr	Africa	red	16
0	HGDP00931	yoruba	afr	Africa	red	16
0	HGDP00935	yoruba	afr	Africa	red	16
0	HGDP00937	yoruba	afr	Africa	red	16
0	HGDP00938	yoruba	afr	Africa	red	16
0	HGDP00939	yoruba	afr	Africa	red	16
0	HGDP00940	yoruba	afr	Africa	red	16
0	HGDP00941	yoruba	afr	Africa	red	16
0	HGDP00942	yoruba	afr	Africa	red	16
0	HGDP00943	yoruba	afr	Africa	red	16
0	HGDP00944	yoruba	afr	Africa	red	16
0	HGDP00945	yakut	eas	East Asia	yellow3	16
0	HGDP00946	yakut	eas	East Asia	yellow3	16
0	HGDP00947	yakut	eas	East Asia	yellow3	16
0	HGDP00950	yakut	eas	East Asia	yellow3	16
0	HGDP00952	yakut	eas	East Asia	yellow3	16
0	HGDP00954	yakut	eas	East Asia	yellow3	16
0	HGDP00955	yakut	eas	East Asia	yellow3	16
0	HGDP00957	yakut	eas	East Asia	yellow3	16
0	HGDP00958	yakut	eas	East Asia	yellow3	16
0	HGDP00959	yakut	eas	East Asia	yellow3	16
0	HGDP00960	yakut	eas	East Asia	yellow3	16
0	HGDP00961	yakut	eas	East Asia	yellow3	16
0	HGDP00962	yakut	eas	East Asia	yellow3	16
0	HGDP00963	yakut	eas	East Asia	yellow3	16
0	HGDP00964	yakut	eas	East Asia	yellow3	16
0	HGDP00965	yakut	eas	East Asia	yellow3	16
0	HGDP00966	yakut	eas	East Asia	yellow3	16
0	HGDP00967	yakut	eas	East Asia	yellow3	16
0	HGDP00968	yakut	eas	East Asia	yellow3	16
0	HGDP00969	yakut	eas	East Asia	yellow3	16
0	HGDP00970	colombian	amr	American	purple	16
0	HGDP00971	han	eas	East Asia	yellow3	16
0	HGDP00972	han	eas	East Asia	yellow3	16
0	HGDP00973	han	eas	East Asia	yellow3	16
0	HGDP00974	han	eas	East Asia	yellow3	16
0	HGDP00975	han	eas	East Asia	yellow3	16
0	HGDP00976	han	eas	East Asia	yellow3	16
0	HGDP00977	han	eas	East Asia	yellow3	16
0	HGDP00995	karitiana	amr	American	purple	16
0	HGDP00999	karitiana	amr	American	purple	16
0	HGDP01001	karitiana	amr	American	purple	16
0	HGDP01006	karitiana	amr	American	purple	16
0	HGDP01009	karitiana	amr	American	purple	16
0	HGDP01010	karitiana	amr	American	purple	16
0	HGDP01013	karitiana	amr	American	purple	16
0	HGDP01014	karitiana	amr	American	purple	16
0	HGDP01019	karitiana	amr	American	purple	16
0	HGDP01021	han	eas	East Asia	yellow3	16
0	HGDP01023	han	eas	East Asia	yellow3	16
0	HGDP01024	han	eas	East Asia	yellow3	16
0	HGDP01037	pima	amr	American	purple	16
0	HGDP01041	pima	amr	American	purple	16
0	HGDP01051	pima	amr	American	purple	16
0	HGDP01053	pima	amr	American	purple	16
0	HGDP01055	pima	amr	American	purple	16
0	HGDP01056	pima	amr	American	purple	16
0	HGDP01057	pima	amr	American	purple	16
0	HGDP01058	pima	amr	American	purple	16
0	HGDP01059	pima	amr	American	purple	16
0	HGDP01060	pima	amr	American	purple	16
0	HGDP01062	sardinian	eur	European	green	16
0	HGDP01063	sardinian	eur	European	green	16
0	HGDP01065	sardinian	eur	European	green	16
0	HGDP01066	sardinian	eur	European	green	16
0	HGDP01067	sardinian	eur	European	green	16
0	HGDP01068	sardinian	eur	European	green	16
0	HGDP01069	sardinian	eur	European	green	16
0	HGDP01070	sardinian	eur	European	green	16
0	HGDP01071	sardinian	eur	European	green	16
0	HGDP01072	sardinian	eur	European	green	16
0	HGDP01073	sardinian	eur	European	green	16
0	HGDP01074	sardinian	eur	European	green	16
0	HGDP01075	sardinian	eur	European	green	16
0	HGDP01077	sardinian	eur	European	green	16
0	HGDP01096	tujia	eas	East Asia	yellow3	16
0	HGDP01099	tujia	eas	East Asia	yellow3	16
0	HGDP01100	tujia	eas	East Asia	yellow3	16
0	HGDP01101	tujia	eas	East Asia	yellow3	16
0	HGDP01102	tujia	eas	East Asia	yellow3	16
0	HGDP01103	tujia	eas	East Asia	yellow3	16
0	HGDP01104	tujia	eas	East Asia	yellow3	16
0	HGDP01149	italian	eur	European	green	16
0	HGDP01151	italian	eur	European	green	16
0	HGDP01152	italian	eur	European	green	16
0	HGDP01155	italian	eur	European	green	16
0	HGDP01156	italian	eur	European	green	16
0	HGDP01161	tuscan	eur	European	green	16
0	HGDP01162	tuscan	eur	European	green	16
0	HGDP01164	tuscan	eur	European	green	16
0	HGDP01166	tuscan	eur	European	green	16
0	HGDP01167	tuscan	eur	European	green	16
0	HGDP01169	tuscan	eur	European	green	16
0	HGDP01171	italian	eur	European	green	16
0	HGDP01173	italian	eur	European	green	16
0	HGDP01174	italian	eur	European	green	16
0	HGDP01177	italian	eur	European	green	16
0	HGDP01181	yizu	eas	East Asia	yellow3	16
0	HGDP01182	yizu	eas	East Asia	yellow3	16
0	HGDP01183	yizu	eas	East Asia	yellow3	16
0	HGDP01184	yizu	eas	East Asia	yellow3	16
0	HGDP01185	yizu	eas	East Asia	yellow3	16
0	HGDP01186	yizu	eas	East Asia	yellow3	16
0	HGDP01187	yizu	eas	East Asia	yellow3	16
0	HGDP01189	miaozu	eas	East Asia	yellow3	16
0	HGDP01190	miaozu	eas	East Asia	yellow3	16
0	HGDP01192	miaozu	eas	East Asia	yellow3	16
0	HGDP01193	miaozu	eas	East Asia	yellow3	16
0	HGDP01194	miaozu	eas	East Asia	yellow3	16
0	HGDP01195	miaozu	eas	East Asia	yellow3	16
0	HGDP01196	miaozu	eas	East Asia	yellow3	16
0	HGDP01197	miaozu	eas	East Asia	yellow3	16
0	HGDP01200	mandenka	afr	Africa	red	16
0	HGDP01201	mandenka	afr	Africa	red	16
0	HGDP01202	mandenka	afr	Africa	red	16
0	HGDP01204	oroqen	eas	East Asia	yellow3	16
0	HGDP01205	oroqen	eas	East Asia	yellow3	16
0	HGDP01206	oroqen	eas	East Asia	yellow3	16
0	HGDP01207	oroqen	eas	East Asia	yellow3	16
0	HGDP01209	oroqen	eas	East Asia	yellow3	16
0	HGDP01212	oroqen	eas	East Asia	yellow3	16
0	HGDP01213	daur	eas	East Asia	yellow3	16
0	HGDP01214	daur	eas	East Asia	yellow3	16
0	HGDP01216	daur	eas	East Asia	yellow3	16
0	HGDP01217	daur	eas	East Asia	yellow3	16
0	HGDP01218	daur	eas	East Asia	yellow3	16
0	HGDP01220	daur	eas	East Asia	yellow3	16
0	HGDP01221	daur	eas	East Asia	yellow3	16
0	HGDP01222	daur	eas	East Asia	yellow3	16
0	HGDP01224	mongola	eas	East Asia	yellow3	16
0	HGDP01225	mongola	eas	East Asia	yellow3	16
0	HGDP01226	mongola	eas	East Asia	yellow3	16
0	HGDP01227	mongola	eas	East Asia	yellow3	16
0	HGDP01229	mongola	eas	East Asia	yellow3	16
0	HGDP01230	mongola	eas	East Asia	yellow3	16
0	HGDP01231	mongola	eas	East Asia	yellow3	16
0	HGDP01232	mongola	eas	East Asia	yellow3	16
0	HGDP01233	hezhen	eas	East Asia	yellow3	16
0	HGDP01234	hezhen	eas	East Asia	yellow3	16
0	HGDP01236	hezhen	eas	East Asia	yellow3	16
0	HGDP01237	hezhen	eas	East Asia	yellow3	16
0	HGDP01238	hezhen	eas	East Asia	yellow3	16
0	HGDP01239	hezhen	eas	East Asia	yellow3	16
0	HGDP01241	hezhen	eas	East Asia	yellow3	16
0	HGDP01243	xibo	eas	East Asia	yellow3	16
0	HGDP01244	xibo	eas	East Asia	yellow3	16
0	HGDP01245	xibo	eas	East Asia	yellow3	16
0	HGDP01247	xibo	eas	East Asia	yellow3	16
0	HGDP01248	xibo	eas	East Asia	yellow3	16
0	HGDP01249	xibo	eas	East Asia	yellow3	16
0	HGDP01251	xibo	eas	East Asia	yellow3	16
0	HGDP01254	mozabite	mid	Middle-East	orange	16
0	HGDP01257	mozabite	mid	Middle-East	orange	16
0	HGDP01258	mozabite	mid	Middle-East	orange	16
0	HGDP01259	mozabite	mid	Middle-East	orange	16
0	HGDP01260	mozabite	mid	Middle-East	orange	16
0	HGDP01262	mozabite	mid	Middle-East	orange	16
0	HGDP01263	mozabite	mid	Middle-East	orange	16
0	HGDP01264	mozabite	mid	Middle-East	orange	16
0	HGDP01265	mozabite	mid	Middle-East	orange	16
0	HGDP01266	mozabite	mid	Middle-East	orange	16
0	HGDP01267	mozabite	mid	Middle-East	orange	16
0	HGDP01268	mozabite	mid	Middle-East	orange	16
0	HGDP01269	mozabite	mid	Middle-East	orange	16
0	HGDP01272	mozabite	mid	Middle-East	orange	16
0	HGDP01273	mozabite	mid	Middle-East	orange	16
0	HGDP01275	mozabite	mid	Middle-East	orange	16
0	HGDP01276	mozabite	mid	Middle-East	orange	16
0	HGDP01277	mozabite	mid	Middle-East	orange	16
0	HGDP01279	mozabite	mid	Middle-East	orange	16
0	HGDP01280	mozabite	mid	Middle-East	orange	16
0	HGDP01282	mozabite	mid	Middle-East	orange	16
0	HGDP01283	mandenka	afr	Africa	red	16
0	HGDP01285	mandenka	afr	Africa	red	16
0	HGDP01287	han	eas	East Asia	yellow3	16
0	HGDP01288	han	eas	East Asia	yellow3	16
0	HGDP01289	han	eas	East Asia	yellow3	16
0	HGDP01290	han	eas	East Asia	yellow3	16
0	HGDP01291	han	eas	East Asia	yellow3	16
0	HGDP01292	han	eas	East Asia	yellow3	16
0	HGDP01293	han	eas	East Asia	yellow3	16
0	HGDP01294	han	eas	East Asia	yellow3	16
0	HGDP01295	han	eas	East Asia	yellow3	16
0	HGDP01296	han	eas	East Asia	yellow3	16
0	HGDP01309	dai	eas	East Asia	yellow3	16
0	HGDP01310	dai	eas	East Asia	yellow3	16
0	HGDP01311	dai	eas	East Asia	yellow3	16
0	HGDP01313	dai	eas	East Asia	yellow3	16
0	HGDP01316	dai	eas	East Asia	yellow3	16
0	HGDP01317	lahu	eas	East Asia	yellow3	16
0	HGDP01318	lahu	eas	East Asia	yellow3	16
0	HGDP01319	lahu	eas	East Asia	yellow3	16
0	HGDP01321	lahu	eas	East Asia	yellow3	16
0	HGDP01322	lahu	eas	East Asia	yellow3	16
0	HGDP01326	lahu	eas	East Asia	yellow3	16
0	HGDP01327	she	eas	East Asia	yellow3	16
0	HGDP01328	she	eas	East Asia	yellow3	16
0	HGDP01329	she	eas	East Asia	yellow3	16
0	HGDP01330	she	eas	East Asia	yellow3	16
0	HGDP01331	she	eas	East Asia	yellow3	16
0	HGDP01332	she	eas	East Asia	yellow3	16
0	HGDP01334	she	eas	East Asia	yellow3	16
0	HGDP01336	she	eas	East Asia	yellow3	16
0	HGDP01337	naxi	eas	East Asia	yellow3	16
0	HGDP01339	naxi	eas	East Asia	yellow3	16
0	HGDP01340	naxi	eas	East Asia	yellow3	16
0	HGDP01341	naxi	eas	East Asia	yellow3	16
0	HGDP01342	naxi	eas	East Asia	yellow3	16
0	HGDP01346	naxi	eas	East Asia	yellow3	16
0	HGDP01347	tu	eas	East Asia	yellow3	16
0	HGDP01348	tu	eas	East Asia	yellow3	16
0	HGDP01349	tu	eas	East Asia	yellow3	16
0	HGDP01351	tu	eas	East Asia	yellow3	16
0	HGDP01352	tu	eas	East Asia	yellow3	16
0	HGDP01353	tu	eas	East Asia	yellow3	16
0	HGDP01354	tu	eas	East Asia	yellow3	16
0	HGDP01356	tu	eas	East Asia	yellow3	16
0	HGDP01357	basque	eur	European	green	16
0	HGDP01358	basque	eur	European	green	16
0	HGDP01359	basque	eur	European	green	16
0	HGDP01360	basque	eur	European	green	16
0	HGDP01361	basque	eur	European	green	16
0	HGDP01362	basque	eur	European	green	16
0	HGDP01363	basque	eur	European	green	16
0	HGDP01366	basque	eur	European	green	16
0	HGDP01367	basque	eur	European	green	16
0	HGDP01369	basque	eur	European	green	16
0	HGDP01370	basque	eur	European	green	16
0	HGDP01372	basque	eur	European	green	16
0	HGDP01373	basque	eur	European	green	16
0	HGDP01374	basque	eur	European	green	16
0	HGDP01375	basque	eur	European	green	16
0	HGDP01376	basque	eur	European	green	16
0	HGDP01377	basque	eur	European	green	16
0	HGDP01378	basque	eur	European	green	16
0	HGDP01379	basque	eur	European	green	16
0	HGDP01380	basque	eur	European	green	16
0	HGDP01381	adygei	eur	European	green	16
0	HGDP01382	adygei	eur	European	green	16
0	HGDP01384	adygei	eur	European	green	16
0	HGDP01385	adygei	eur	European	green	16
0	HGDP01386	adygei	eur	European	green	16
0	HGDP01387	adygei	eur	European	green	16
0	HGDP01388	adygei	eur	European	green	16
0	HGDP01396	adygei	eur	European	green	16
0	HGDP01397	adygei	eur	European	green	16
0	HGDP01398	adygei	eur	European	green	16
0	HGDP01399	adygei	eur	European	green	16
0	HGDP01400	adygei	eur	European	green	16
0	HGDP01403	adygei	eur	European	green	16
0	HGDP01404	adygei	eur	European	green	16
0	HGDP01405	bantukenya	afr	Africa	red	16
0	HGDP01408	bantukenya	afr	Africa	red	16
0	HGDP01412	bantukenya	afr	Africa	red	16
0	HGDP01413	bantukenya	afr	Africa	red	16
0	HGDP01418	bantukenya	afr	Africa	red	16
0	HGDP01419	bantukenya	afr	Africa	red	16
0	LP6005441-DNA_A01	adygei	eur	European	green	16
0	LP6005441-DNA_A04	colombian	amr	American	purple	16
0	LP6005441-DNA_A05	french	eur	European	green	16
0	LP6005441-DNA_A06	italian	eur	European	green	16
0	LP6005441-DNA_A09	naxi	eas	East Asia	yellow3	16
0	LP6005441-DNA_A12	surui	amr	American	purple	16
0	LP6005441-DNA_B02	bantukenya	afr	Africa	red	16
0	LP6005441-DNA_B04	colombian	amr	American	purple	16
0	LP6005441-DNA_B05	french	eur	European	green	16
0	LP6005441-DNA_B06	italian	eur	European	green	16
0	LP6005441-DNA_B07	lahu	eas	East Asia	yellow3	16
0	LP6005441-DNA_B09	naxi	eas	East Asia	yellow3	16
0	LP6005441-DNA_B12	surui	amr	American	purple	16
0	LP6005441-DNA_C01	balochi	sas	South Asia	tan	16
0	LP6005441-DNA_C02	basque	eur	European	green	16
0	LP6005441-DNA_C03	brahui	sas	South Asia	tan	16
0	LP6005441-DNA_C05	han	eas	East Asia	yellow3	16
0	LP6005441-DNA_C06	japanese	eas	East Asia	yellow3	16
0	LP6005441-DNA_C07	makrani	sas	South Asia	tan	16
0	LP6005441-DNA_C08	miaozu	eas	East Asia	yellow3	16
0	LP6005441-DNA_C09	orcadian	eur	European	green	16
0	LP6005441-DNA_C10	pathan	sas	South Asia	tan	16
0	LP6005441-DNA_C11	sardinian	eur	European	green	16
0	LP6005441-DNA_D01	balochi	sas	South Asia	tan	16
0	LP6005441-DNA_D02	basque	eur	European	green	16
0	LP6005441-DNA_D03	brahui	sas	South Asia	tan	16
0	LP6005441-DNA_D04	dai	eas	East Asia	yellow3	16
0	LP6005441-DNA_D05	han	eas	East Asia	yellow3	16
0	LP6005441-DNA_D06	japanese	eas	East Asia	yellow3	16
0	LP6005441-DNA_D07	makrani	sas	South Asia	tan	16
0	LP6005441-DNA_D08	miaozu	eas	East Asia	yellow3	16
0	LP6005441-DNA_D09	orcadian	eur	European	green	16
0	LP6005441-DNA_D10	pathan	sas	South Asia	tan	16
0	LP6005441-DNA_D11	sardinian	eur	European	green	16
0	LP6005441-DNA_D12	tu	eas	East Asia	yellow3	16
0	LP6005441-DNA_E02	bedouin	mid	Middle-East	orange	16
0	LP6005441-DNA_E03	burusho	sas	South Asia	tan	16
0	LP6005441-DNA_E06	kalash	sas	South Asia	tan	16
0	LP6005441-DNA_E07	mandenka	afr	Africa	red	16
0	LP6005441-DNA_E08	mongola	eas	East Asia	yellow3	16
0	LP6005441-DNA_E09	oroqen	eas	East Asia	yellow3	16
0	LP6005441-DNA_E10	pima	amr	American	purple	16
0	LP6005441-DNA_F02	bedouin	mid	Middle-East	orange	16
0	LP6005441-DNA_F03	burusho	sas	South Asia	tan	16
0	LP6005441-DNA_F04	daur	eas	East Asia	yellow3	16
0	LP6005441-DNA_F06	kalash	sas	South Asia	tan	16
0	LP6005441-DNA_F07	mandenka	afr	Africa	red	16
0	LP6005441-DNA_F08	mongola	eas	East Asia	yellow3	16
0	LP6005441-DNA_F09	oroqen	eas	East Asia	yellow3	16
0	LP6005441-DNA_F10	pima	amr	American	purple	16
0	LP6005441-DNA_F12	tujia	eas	East Asia	yellow3	16
0	LP6005441-DNA_G03	cambodian	eas	East Asia	yellow3	16
0	LP6005441-DNA_G04	druze	mid	Middle-East	orange	16
0	LP6005441-DNA_G05	hezhen	eas	East Asia	yellow3	16
0	LP6005441-DNA_G06	karitiana	amr	American	purple	16
0	LP6005441-DNA_G07	maya	amr	American	purple	16
0	LP6005441-DNA_G08	mozabite	mid	Middle-East	orange	16
0	LP6005441-DNA_G11	sindhi	sas	South Asia	tan	16
0	LP6005441-DNA_G12	tuscan	eur	European	green	16
0	LP6005441-DNA_H03	cambodian	eas	East Asia	yellow3	16
0	LP6005441-DNA_H05	hezhen	eas	East Asia	yellow3	16
0	LP6005441-DNA_H06	karitiana	amr	American	purple	16
0	LP6005441-DNA_H07	maya	amr	American	purple	16
0	LP6005441-DNA_H08	mozabite	mid	Middle-East	orange	16
0	LP6005441-DNA_H09	palestinian	mid	Middle-East	orange	16
0	LP6005441-DNA_H11	sindhi	sas	South Asia	tan	16
0	LP6005441-DNA_H12	tuscan	eur	European	green	16
0	LP6005442-DNA_A02	yoruba	afr	Africa	red	16
0	LP6005442-DNA_B02	yoruba	afr	Africa	red	16
0	LP6005442-DNA_D01	xibo	eas	East Asia	yellow3	16
0	LP6005442-DNA_F01	yakut	eas	East Asia	yellow3	16
0	LP6005442-DNA_G01	yizu	eas	East Asia	yellow3	16
0	LP6005442-DNA_H01	yizu	eas	East Asia	yellow3	16
0	LP6005443-DNA_A01	bantukenya	afr	Africa	red	16
0	LP6005443-DNA_A02	tujia	eas	East Asia	yellow3	16
0	LP6005443-DNA_B01	dai	eas	East Asia	yellow3	16
0	LP6005443-DNA_C02	xibo	eas	East Asia	yellow3	16
0	LP6005443-DNA_D01	druze	mid	Middle-East	orange	16
0	LP6005443-DNA_D02	yakut	eas	East Asia	yellow3	16
0	LP6005443-DNA_E01	lahu	eas	East Asia	yellow3	16
0	LP6005443-DNA_E02	bantusafrica	afr	Africa	red	16
0	LP6005443-DNA_E09	naxi	eas	East Asia	yellow3	16
0	LP6005443-DNA_F01	she	eas	East Asia	yellow3	16
0	LP6005443-DNA_G01	she	eas	East Asia	yellow3	16
0	LP6005443-DNA_H01	tu	eas	East Asia	yellow3	16
0	LP6005592-DNA_B03	palestinian	mid	Middle-East	orange	16
0	LP6005592-DNA_D03	dai	eas	East Asia	yellow3	16
0	NA06984	ceu	eur	European	green	16
0	NA06985	ceu	eur	European	green	16
0	NA06986	ceu	eur	European	green	16
0	NA06989	ceu	eur	European	green	16
0	NA06991	ceu	eur	European	green	16
0	NA06993	ceu	eur	European	green	16
0	NA06994	ceu	eur	European	green	16
0	NA06995	ceu	eur	European	green	16
0	NA06997	ceu	eur	European	green	16
0	NA07000	ceu	eur	European	green	16
0	NA07014	ceu	eur	European	green	16
0	NA07019	ceu	eur	European	green	16
0	NA07022	ceu	eur	European	green	16
0	NA07029	ceu	eur	European	green	16
0	NA07031	ceu	eur	European	green	16
0	NA07034	ceu	eur	European	green	16
0	NA07037	ceu	eur	European	green	16
0	NA07045	ceu	eur	European	green	16
0	NA07048	ceu	eur	European	green	16
0	NA07051	ceu	eur	European	green	16
0	NA07055	ceu	eur	European	green	16
0	NA07056	ceu	eur	European	green	16
0	NA07345	ceu	eur	European	green	16
0	NA07346	ceu	eur	European	green	16
0	NA07347	ceu	eur	European	green	16
0	NA07349	ceu	eur	European	green	16
0	NA07357	ceu	eur	European	green	16
0	NA07435	ceu	eur	European	green	16
0	NA10830	ceu	eur	European	green	16
0	NA10831	ceu	eur	European	green	16
0	NA10835	ceu	eur	European	green	16
0	NA10836	ceu	eur	European	green	16
0	NA10837	ceu	eur	European	green	16
0	NA10838	ceu	eur	European	green	16
0	NA10839	ceu	eur	European	green	16
0	NA10840	ceu	eur	European	green	16
0	NA10842	ceu	eur	European	green	16
0	NA10843	ceu	eur	European	green	16
0	NA10845	ceu	eur	European	green	16
0	NA10846	ceu	eur	European	green	16
0	NA10847	ceu	eur	European	green	16
0	NA10851	ceu	eur	European	green	16
0	NA10852	ceu	eur	European	green	16
0	NA10855	ceu	eur	European	green	16
0	NA10856	ceu	eur	European	green	16
0	NA10857	ceu	eur	European	green	16
0	NA10859	ceu	eur	European	green	16
0	NA10860	ceu	eur	European	green	16
0	NA10861	ceu	eur	European	green	16
0	NA10863	ceu	eur	European	green	16
0	NA10864	ceu	eur	European	green	16
0	NA10865	ceu	eur	European	green	16
0	NA11829	ceu	eur	European	green	16
0	NA11830	ceu	eur	European	green	16
0	NA11831	ceu	eur	European	green	16
0	NA11832	ceu	eur	European	green	16
0	NA11839	ceu	eur	European	green	16
0	NA11840	ceu	eur	European	green	16
